id,标签,名称,来源,剂量
方剂_803,方剂,清心莲子饮,,
中药_804,中药,莲子,,20.0
中药_805,中药,地骨皮,,10.0
症状_806,症状,起夜,现病史,
症状_807,症状,舌麻,现病史,
症状_808,症状,肩背酸,现病史,
症状_809,症状,舌下静脉充盈,体格检查,
方剂_810,方剂,益气聪明汤,,
中药_811,中药,蔓荆子,,10.0
中药_812,中药,升麻,,9.0
症状_813,症状,恶热,现病史,
症状_814,症状,畏寒,现病史,
症状_815,症状,雄激素性脱发,现病史,
证型_816,证型,寒湿证,,
方剂_817,方剂,五积散,,
